1.000000000000000000e+00,3.534212825512931404e-13
2.540816326530612290e+00,1.895047832834646114e-13
4.081632653061224580e+00,4.591126844644815999e-13
5.622448979591837315e+00,1.981699307490956843e-11
7.163265306122449161e+00,6.623903002876090625e-12
8.704081632653061007e+00,8.223910232375985245e-12
1.024489795918367463e+01,1.634122498354711082e-11
1.178571428571428648e+01,6.638341856835946750e-10
1.332653061224489832e+01,7.471066248072459041e-09
1.486734693877551017e+01,6.126093519506386021e-09
1.640816326530612201e+01,1.566783934109832494e-08
1.794897959183673564e+01,1.993740100635908387e-08
1.948979591836734926e+01,1.162508594907272852e-07
2.103061224489795933e+01,2.598798868735539510e-07
2.257142857142857295e+01,9.048886360383928010e-07
2.411224489795918302e+01,4.184104638304189418e-06
2.565306122448979664e+01,3.646742963949080188e-05
2.719387755102041027e+01,8.359490376604798798e-04
2.873469387755102034e+01,2.485263948872646830e-03
3.027551020408163396e+01,4.312521025814084093e-03
3.181632653061224403e+01,8.296672536689298633e-03
3.335714285714286120e+01,1.502251540322200284e-02
3.489795918367347127e+01,2.631128200216994312e-02
3.643877551020408134e+01,5.071936205847591556e-02
3.797959183673469852e+01,1.843222601205663780e-01
3.952040816326530859e+01,2.628405325243571844e-01
4.106122448979591866e+01,3.099405747016501511e-01
4.260204081632652873e+01,5.755618556530440744e-01
4.414285714285714590e+01,1.153498240652278017e+00
4.568367346938775597e+01,2.348300269877174440e+00
4.722448979591836604e+01,3.454499100721110327e+00
4.876530612244898322e+01,5.254487954495644431e+00
5.030612244897959329e+01,6.114956490949684742e+00
5.184693877551020336e+01,5.479807559118659022e+00
5.338775510204082053e+01,6.163534337346701086e+00
5.492857142857143060e+01,4.767496060031075622e+00
5.646938775510204067e+01,4.254570565831254925e+00
5.801020408163265785e+01,3.769478072811980329e+00
5.955102040816326792e+01,4.284383566321801062e+00
6.109183673469387799e+01,1.848639001085982336e+00
6.263265306122448806e+01,1.866943823497391852e+00
6.417346938775510523e+01,1.822390292770849518e+00
6.571428571428572241e+01,2.422343976818674971e+00
6.725510204081632537e+01,2.054504985586496968e+00
6.879591836734694255e+01,2.015591935439755567e+00
7.033673469387755972e+01,3.494256827550350053e+00
7.187755102040816269e+01,1.067327389795287518e+00
7.341836734693877986e+01,1.050064402851900391e+00
7.495918367346939704e+01,4.266903508643617449e-01
7.650000000000000000e+01,2.945966639774537654e-01
