1.000000000000000000e+00,4.785236495677450211e-18
4.102040816326530503e+00,5.247662689097253655e-18
7.204081632653061007e+00,7.409742767630543833e-18
1.030612244897959151e+01,7.772820045338226131e-18
1.340816326530612201e+01,1.436587296574469828e-06
1.651020408163265074e+01,1.163840130330530315e-08
1.961224489795918302e+01,4.968143465452854293e-09
2.271428571428571530e+01,1.158651289367563515e-08
2.581632653061224403e+01,6.110456024332574749e-08
2.891836734693877276e+01,2.167594273477186213e-08
3.202040816326530148e+01,2.598853337539352295e-08
3.512244897959183731e+01,4.763999376364851213e-08
3.822448979591836604e+01,8.570578813845888932e-08
4.132653061224489477e+01,5.536586469171747607e-08
4.442857142857143060e+01,6.218054303539764184e-08
4.753061224489795933e+01,7.750979904872498399e-08
5.063265306122448806e+01,1.036174135107219136e-07
5.373469387755101678e+01,1.459342694068385915e-07
5.683673469387754551e+01,2.154963527517232044e-07
5.993877551020408134e+01,3.323096039902451272e-07
6.304081632653061007e+01,5.363418076123870206e-07
6.614285714285713880e+01,1.217433205184615199e-05
6.924489795918367463e+01,2.755501684322701228e-06
7.234693877551019625e+01,4.887813029339283031e-06
7.544897959183673208e+01,9.509759024496997008e-06
7.855102040816326792e+01,1.827401115725465664e-05
8.165306122448978954e+01,3.332085601907119183e-05
8.475510204081632537e+01,7.593753916711673004e-05
8.785714285714286120e+01,2.267740861464837530e-04
9.095918367346938282e+01,5.524314985425864827e-04
9.406122448979591866e+01,1.872036175308619066e-03
9.716326530612244028e+01,1.013112713042615964e-02
1.002653061224489761e+02,1.034798083916600164e-01
1.033673469387755119e+02,1.646868058628282894e+00
1.064693877551020336e+02,4.845459297844098567e-01
1.095714285714285694e+02,4.374510600317319531e-01
1.126734693877550910e+02,7.934414792693145202e-01
1.157755102040816269e+02,2.612896420126414210e+00
1.188775510204081627e+02,2.413678472246689299e+00
1.219795918367346843e+02,4.054463523256904622e+00
1.250816326530612201e+02,3.787394202403765675e+00
1.281836734693877702e+02,3.727506947257899217e+00
1.312857142857142776e+02,3.760162169273597588e+00
1.343877551020408134e+02,4.384995164729037498e+00
1.374897959183673493e+02,4.250854383487313370e+00
1.405918367346938851e+02,4.404610001772367944e+00
1.436938775510203925e+02,5.231354167369665298e+00
1.467959183673469283e+02,5.089791614157399557e+00
1.498979591836734642e+02,5.250911135648024697e+00
1.530000000000000000e+02,3.565048564790808783e+00
