1.000000000000000000e+00,2.477315150955332111e-11
2.540816326530612290e+00,1.062959302637846729e-11
4.081632653061224580e+00,2.060552106901183340e-11
5.622448979591837315e+00,7.115870984643441832e-10
7.163265306122449161e+00,3.662187930016569697e-10
8.704081632653061007e+00,3.842281626343525975e-10
1.024489795918367463e+01,5.988924889566955132e-10
1.178571428571428648e+01,3.921864721797569221e-09
1.332653061224489832e+01,4.102338545761356963e-08
1.486734693877551017e+01,2.266817031041819878e-08
1.640816326530612201e+01,7.235993872675518942e-08
1.794897959183673564e+01,4.852907978329903114e-08
1.948979591836734926e+01,2.875538091376883329e-07
2.103061224489795933e+01,3.982576648349915969e-07
2.257142857142857295e+01,1.623554948442156339e-06
2.411224489795918302e+01,6.170369277676338524e-06
2.565306122448979664e+01,5.519601822442594046e-05
2.719387755102041027e+01,1.621490031937038905e-03
2.873469387755102034e+01,3.671688975327067148e-03
3.027551020408163396e+01,5.942420165731860868e-03
3.181632653061224403e+01,1.022827400627897461e-02
3.335714285714286120e+01,1.682409867110800858e-02
3.489795918367347127e+01,2.853075522568502762e-02
3.643877551020408134e+01,5.131152949692963788e-02
3.797959183673469852e+01,9.460239697544285675e-02
3.952040816326530859e+01,1.781692340199508007e-01
4.106122448979591866e+01,3.058922533701105562e-01
4.260204081632652873e+01,5.363276764837437982e-01
4.414285714285714590e+01,9.229512609975195625e-01
4.568367346938775597e+01,1.625992893016980467e+00
4.722448979591836604e+01,2.893510972789719915e+00
4.876530612244898322e+01,5.147189010984103419e+00
5.030612244897959329e+01,9.024912027806850645e+00
5.184693877551020336e+01,1.381359916153340706e+01
5.338775510204082053e+01,1.616406037103298488e+01
5.492857142857143060e+01,1.682052274571489292e+01
5.646938775510204067e+01,1.682863775840795739e+01
5.801020408163265785e+01,1.697225526725193490e+01
5.955102040816326792e+01,1.620687858808902249e+01
6.109183673469387799e+01,1.739884021322173124e+00
6.263265306122448806e+01,1.472071895427043309e+00
6.417346938775510523e+01,1.216410009024474936e+00
6.571428571428572241e+01,1.283004067370827173e+00
6.725510204081632537e+01,1.422163375538138652e+00
6.879591836734694255e+01,1.278346769624379098e+00
7.033673469387755972e+01,1.173763147959672848e+00
7.187755102040816269e+01,6.035626085718146516e-01
7.341836734693877986e+01,5.658778212541353270e-01
7.495918367346939704e+01,1.510789854894218354e-01
7.650000000000000000e+01,1.140102071229137370e-01
